b1	v	ncl
-9.862000	1.000000	1
-9.862000	0.765022	1
-9.862000	0.811990	1
-9.891908	0.811990	1
-9.891908	0.596788	1
-9.891908	0.631874	1
-9.891908	0.631874	2
-9.891908	0.631874	2
-9.891908	0.639838	2
-9.891908	0.631628	2
-9.891908	0.624855	2
-9.891908	0.366127	2
-9.891908	0.121264	2
-9.891754	0.286535	2
-9.893154	0.308823	2
-9.893154	0.114538	2
-9.893154	0.114538	3
-9.878883	0.290820	2
-9.878883	0.290820	2
-9.878883	0.412858	2
-9.878883	0.412858	2
-9.878883	0.437178	2
-9.877687	0.437178	2
-9.877687	0.437178	2
